HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
5100300101,URBAN HEALTH CENTER_ DOGHARE_ DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,9,Local,Government,Local Government,Urban Health Center
5100300111,URBAN HEALTH CENTER_ PARTAPKOT_ DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,3,Local,Government,Local Government,Urban Health Center
5100300121,RAPTI  AYURVED HOSPITAL_TULSIPUR,DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,9,Provincial,Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
5100300131,RAPTI PROVINCIAL HOSPITAL_DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,5,Provincial,Government,Provincial Government,General Hospital
5100300142,NSARC_ TULSIPUR_ DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,6,Local,Non-Government,,District Clinic (Including Institutional)
5100300152,RAPTI LIFE CARE HOSPITAL_DANG,Lumbini Pradesh,Dang,Tulsipur Sub-Metropolitan City,6,,Non-Government,Private Enterprise,General Hospital
5100400011,BAGHMARE HEALTH POST,Lumbini Pradesh,Dang,Shantinagar Rural Municipality,2,Local,Government,Local Government,Basic Health Service Centre
5100400021,DHANAURI HEALTH POST,Lumbini Pradesh,Dang,Shantinagar Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
5100400031,SHANTINAGAR HP_DANG,Lumbini Pradesh,Dang,Shantinagar Rural Municipality,4,Local,Government,Local Government,Health Post
5100500011,PANCHAKULE HP_DANG,Lumbini Pradesh,Dang,Babai Rural Municipality,6,Local,Government,Local Government,Health Post
5100500021,PURANDHARA HP_DANG,Lumbini Pradesh,Dang,Babai Rural Municipality,3,Local,Government,Local Government,Health Post
5100600011,GOLTAKURI HP_DANG,Lumbini Pradesh,Dang,Dangisharan Rural Municipality,2,Local,Government,Local Government,Health Post
5100600021,HEKULI HP_DANG,Lumbini Pradesh,Dang,Dangisharan Rural Municipality,3,Local,Government,Local Government,Health Post
5100600031,SHREEGAUN PHC_DANG,Lumbini Pradesh,Dang,Dangisharan Rural Municipality,6,Local,Government,Local Government,Primary Health Center
5100700021,SATBARIYA HP_DANG,Lumbini Pradesh,Dang,Lamahi Municipality,8,Local,Government,Local Government,Basic Health Service Center
5100700031,SONPUR HP_DANG,Lumbini Pradesh,Dang,Lamahi Municipality,2,Local,Government,Local Government,Basic Health Service Center
5100700041,LAMAHI HOSPITAL,Lumbini Pradesh,Dang,Lamahi Municipality,4,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
5100800011,LALMATIYA HP_DANG,Lumbini Pradesh,Dang,Rapti Rural Municipality,1,Local,Government,Local Government,Health Post
5100800021,SISAHANIYA HP_DANG,Lumbini Pradesh,Dang,Rapti Rural Municipality,5,Local,Government,Local Government,Health Post
5100900011,GOBARDIHA AAYURVED DISPENSARY,Lumbini Pradesh,Dang,Gadhawa Rural Municipality,3,Local,Government,Local Government,Basic Ayurveda Service Centre
5100900021,GADHAWA HP,Lumbini Pradesh,Dang,Gadhawa Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
5100900031,GANGAPARASPUR HP,Lumbini Pradesh,Dang,Gadhawa Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
5100900041,GOBARDIHA HP,Lumbini Pradesh,Dang,Gadhawa Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
5100900051,KOILABAS HP,Lumbini Pradesh,Dang,Gadhawa Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
5101000011,BELA AAYURVED Ausadhalaya,Lumbini Pradesh,Dang,Rajpur Rural Municipality,2,Local,Government,Local Government,Basic Ayurveda Service Centre
5101000031,BELA HP DANG_DANG,Lumbini Pradesh,Dang,Rajpur Rural Municipality,3,Local,Government,Local Government,Health Post
5101000041,RAJPUR HP_DANG,Lumbini Pradesh,Dang,Rajpur Rural Municipality,6,Local,Government,Local Government,Health Post
5110100011,BEJAPUR HP_BANKE(RAPTISONARI BASIC HOSPITAL),Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,4,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
5110100021,BINAUNA HP_BANKE,Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
5110100031,KACHANAPUR HP_BANKE,Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
5110100041,KHASKUSMA HP_BANKE,Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
5110100051,MAHADEVPURI HP_BANKE,Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
5110100061,PHATTEPUR HP BANKE,Lumbini Pradesh,Banke,Rapti Sonari Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
5110200012,MARIE STOPES CENTRE,Lumbini Pradesh,Banke,Kohalpur Municipality,11,,Non-Government,NGO/INGO,Clinic (Dental/Eye/Medical????.)
5110200021,KOHALPUR AAYURVED DISPENSARY,Lumbini Pradesh,Banke,Kohalpur Municipality,11,Local,Government,Local Government,Ayurveda Aushadhalaya
5110200031,KOHALPUR HP,Lumbini Pradesh,Banke,Kohalpur Municipality,10,Local,Government,Local Government,Health Post
5110200041,RAJHENA HP,Lumbini Pradesh,Banke,Kohalpur Municipality,4,Local,Government,Local Government,Health Post
5110200051,SHAMSERGUNJ HP,Lumbini Pradesh,Banke,Kohalpur Municipality,15,Local,Government,Local Government,Health Post
5110200062,KAUSALYA MEMORIAL HOSPITAL,Lumbini Pradesh,Banke,Kohalpur Municipality,9,,Non-Government,Private Enterprise,General Hospital
5110200072,KAUSALYA HOSPITAL,Lumbini Pradesh,Banke,Kohalpur Municipality,,,Non-Government,Private Enterprise,General Hospital
5110200082,KAUSHILYA POLYCLINIC,BANKE,KOHALPUR MUNICIPALITY,SHANTI TOLE,Lumbini Pradesh,Banke,Kohalpur Municipality,11,,Non-Government,Private Enterprise,Poly Clinic
5110200092,DIRGHAYU JEEVAN POLYCLINIC,Lumbini Pradesh,Banke,Kohalpur Municipality,1,,Non-Government,Private Enterprise,Poly Clinic
5110200102,NEPALGUNJ MEDICAL COLLEGE KOHALPUR,Lumbini Pradesh,Banke,Kohalpur Municipality,11,,Non-Government,Private Enterprise,Teaching Hospital
5110300011,TITIHIRIYA AAURVED AUSADHALAYA,Lumbini Pradesh,Banke,Baijanath Rural Municipality,8,Local,Government,,Ayurveda Aushadhalaya
5110300021,CHISAPANI HP BANKE,Lumbini Pradesh,Banke,Baijanath Rural Municipality,1,Local,Government,Local Government,Health Post
5110300031,NAUBASTA HP_BANKE,Lumbini Pradesh,Banke,Baijanath Rural Municipality,3,Local,Government,Local Government,Health Post
5110300041,TITIHIRIYA HP_BANKE,Lumbini Pradesh,Banke,Baijanath Rural Municipality,8,Local,Government,Local Government,Health Post
5110300051,BANAKATAWA PHC_BANKE,Lumbini Pradesh,Banke,Baijanath Rural Municipality,5,Local,Government,Local Government,Primary Health Center
5110400011,RADHAPUR HP_BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,1,Local,Government,Local Government,Health Post
5110400021,RANIYAPUR HP_BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,8,Local,Government,Local Government,Health Post
5110400031,SITAPUR HP BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,2,Local,Government,Local Government,Health Post
5110400041,SONPUR HP_BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,7,Local,Government,Local Government,Health Post
5110400051,UDARAPUR HP_BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
5110400061,BAGESWARI PHC_BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,3,Local,Government,Local Government,Primary Health Center
5110400072,WESTERN STAR_ BANKE,Lumbini Pradesh,Banke,Khajura Rural Municipality,3,,Non-Government,Non Governmental Organizations,
5110400082,KHAJURA POLYCLINIC & DIAGNOSTIC CENTER,Lumbini Pradesh,Banke,Khajura Rural Municipality,2,,Non-Government,Private Enterprise,Poly Clinic
5110500011,BELAHARI HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,5,Local,Government,Local Government,Basic Health Service Centre
5110500021,BELBHAR HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
5110500031,GANAPUR HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,6,Local,Government,Local Government,Basic Health Service Centre
5110500041,INDARPUR HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,3,Local,Government,Local Government,Basic Health Service Centre
5110500051,KHAJURAKHURDA HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,4,Local,Government,Local Government,Basic Health Service Centre
5110500061,SAIGAUN HP_BANKE,Lumbini Pradesh,Banke,Janaki Rural Municipality,1,Local,Government,Local Government,Basic Health Service Centre
5110500082,INTERNATIONAL NEPAL FELLOWSHIP,Lumbini Pradesh,Banke,Janaki Rural Municipality,3,Provincial,Non-Government,NGO/INGO,Specialist Hospital
5110600022,MARIE STOPES CENTER,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,8,Provincial,Non-Government,Provincial Government,Ayurveda Health Center (General Ayurveda Hospital)
5110600031,ARMY HOSPITAL NEPALGUNJ,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,20,Federal,Government,Ministry of Defense,General Hospital
5110600041,JAYASPUR AAYURVED DISPENSARY,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,16,Local,Government,Local Government,Ayurveda Aushadhalaya
5110600051,PARASPUR AAYURVED DISPENSARY,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,17,Local,Government,Local Government,Ayurveda Aushadhalaya
5110600061,BHAWANIPUR AAYURVED DISPENSARY,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,14,Local,Government,Local Government,Ayurveda Aushadhalaya
5110600091,BASUDEVAPUR HP_19,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,19,Local,Government,Local Government,Health Post
5110600101,BHAWANIYAPUR HP_14,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,14,Local,Government,Local Government,Health Post
5110600111,JAISPUR HP_16,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,16,Local,Government,Local Government,Health Post
5110600121,KHASKARKADO HP_18,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,18,Local,Government,Local Government,Health Post
5110600131,MANIKAPUR HP_20,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,20,Local,Government,Local Government,Health Post
5110600141,NEPALGUNG HP_12,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,12,Local,Government,Local Government,Health Post
5110600151,PARASPUR HP_17,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,17,Local,Government,Local Government,Health Post
5110600161,PIPARHAWA HP_15,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,15,Local,Government,Local Government,Health Post
5110600171,PURAINA HP_21,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,21,Local,Government,Local Government,Health Post
5110600181,PURAINI HP_22,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,22,Local,Government,Local Government,Health Post
5110600191,UDAYAPUR HP_13,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,13,Local,Government,Local Government,Health Post
5110600201,INSTITUTIONAL CLINIC AND TRARINING CENTRE (BZH)_BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Government,Ministry of Health and Population,District Clinic (Including Institutional)
5110600231,URBAN HEALTH CENTER_ 2,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,2,Local,Government,Local Government,Urban Health Center
5110600241,BHERI HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,Federal,Government,Ministry of Health and Population,Specialized Hospital
5110600251,MID-WESTERN REGIONAL POLICE HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,18,Federal,Government,Ministry of Home Affairs,Regional Hospital
5110600262,FPAN NEPALGUNJ_BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,9,Local,Non-Government,Local Government,Basic Health Service Center
5110600272,HEALTH CARE RESEARCH CENTRE NEPALGUNJ MUNICIPALITY_BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,Provincial,Non-Government,Provincial Government,Specialist Hospital
5110600282,NAGARJUN DEVELOPMENT COMMITTEE (NDC)_ BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600292,NEPAL ANTI TUBERCULOSIS ASSOCIATION(NATA)_BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600302,NEPAL STD & AIDS RESEARCH CENTER (N-SARC)_ BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600312,TB-NEPAL_ BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600322,GENERAL WELFARE PRATISTHA,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600332,JUNKIREE-BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600342,N-SAR (HI-WAY CLINIC),Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600352,NSARC,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600362,SAMUDAHIK SWASTHA INSTITU,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Non Governmental Organizations,
5110600372,PHATTEWAL EYE HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,5,,Non-Government,Non Governmental Organizations,Specialized Hospital
5110600382,NHC DIAGNOSTIC AND RESEARCH CENTER_BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Private Enterprise,Diagnostic Center (Radiology/Laboratory/X-ray etc.)
5110600392,BAISNAVI HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,11,,Non-Government,Private Enterprise,General Hospital
5110600402,SIDDHARTHA HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Non-Government,Private Enterprise,General Hospital
5110600412,TRIPURA CHILDREN'S HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Non-Government,Private Enterprise,General Hospital
5110600422,UNITED HOSPITAL PVT LTD,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,12,,Non-Government,Private Enterprise,General Hospital
5110600432,WESTERN HOSPITAL & RESEARCH CENTER,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Non-Government,Private Enterprise,General Hospital
5110600442,NEPALGUNJ EYE HOSPITAL,BANKE,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,,,Non-Government,Private Enterprise,
5110600452,EVEREST POLYCLINIC & RESEARCH CENTER,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Non-Government,Private Enterprise,Poly Clinic
5110600462,MADHYA PASCHIM POLYCLINIC,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,10,,Non-Government,Private Enterprise,Poly Clinic
5110600472,LIONS DENTAL HOSPITAL,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,1,,Non-Government,Private Enterprise,Specialized Hospital
5110600482,NEPALGUNJ MEDICAL COLLEGE_NEPALGUNJ,Lumbini Pradesh,Banke,Nepalganj Sub-Metropolitan City,12,,Non-Government,Private Enterprise,Teaching Hospital
5110700011,BANAKATTI HP_BANKE,Lumbini Pradesh,Banke,Duduwa Rural Municipality,3,Local,Government,Local Government,Health Post
5110700021,BETAHANI HP_BANKE,Lumbini Pradesh,Banke,Duduwa Rural Municipality,2,Local,Government,Local Government,Health Post
5110700031,HIRMINIYA HP_BANKE,Lumbini Pradesh,Banke,Duduwa Rural Municipality,6,Local,Government,Local Government,Health Post
5110700041,HOLIYA HP_BANKE,Lumbini Pradesh,Banke,Duduwa Rural Municipality,1,Local,Government,Local Government,Health Post
5110700051,KAMDI HP_BANKE,Lumbini Pradesh,Banke,Duduwa Rural Municipality,5,Local,Government,Local Government,Health Post
5110800011,GANGAPUR HP,Lumbini Pradesh,Banke,Narainapur Rural Municipality,6,Local,Government,Local Government,Health Post
5110800021,KALAPHATA HP_BANKE,Lumbini Pradesh,Banke,Narainapur Rural Municipality,3,Local,Government,Local Government,Health Post
5110800031,KATHKUIYA HP_BANKE,Lumbini Pradesh,Banke,Narainapur Rural Municipality,1,Local,Government,Local Government,Basic Health Service Centre
5110800041,MATAHIYA HP_BANKE,Lumbini Pradesh,Banke,Narainapur Rural Municipality,5,Local,Government,Local Government,Health Post
5110800051,NARAINAPUR HP_BANKE,Lumbini Pradesh,Banke,Narainapur Rural Municipality,4,Local,Government,Local Government,Health Post
5110800061,LAXMANPUR PHC,Lumbini Pradesh,Banke,Narainapur Rural Municipality,2,Local,Government,Local Government,Primary Health Center
5120100011,BELAWA HP,Lumbini Pradesh,Bardiya,Bansgadhi Municipality,2,Local,Government,Local Government,Health Post
5120100021,DEUDAKALA  HP,Lumbini Pradesh,Bardiya,Bansgadhi Municipality,7,Local,Government,Local Government,Health Post
5120100031,Nagar Hospital Bansgadhi,Lumbini Pradesh,Bardiya,Bansgadhi Municipality,5,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
5120100042,SOS MEDICAL CENTER_BARDIYA,Lumbini Pradesh,Bardiya,Bansgadhi Municipality,1,Local,Non-Government,Local Government,Health Clinic
5120100052,BANSGADHI SUBHAKAMANA POLICLINIC,Lumbini Pradesh,Bardiya,Bansgadhi Municipality,8,,Non-Government,Private Enterprise,Poly Clinic
5120200011,MAGRAGADI AAYURVED DISPENSARY,Lumbini Pradesh,Bardiya,Barbardiya Municipality,6,Local,Government,Local Government,Basic Ayurveda Service Centre
5120200021,BANIYABHAR HP,Lumbini Pradesh,Bardiya,Barbardiya Municipality,3,Local,Government,Local Government,Basic Health Service Centre
5120200031,DHADHAWAR HP,Lumbini Pradesh,Bardiya,Barbardiya Municipality,10,Local,Government,Local Government,Basic Health Service Centre
5120200041,PADANAHA HP,Lumbini Pradesh,Bardiya,Barbardiya Municipality,4,Local,Government,Local Government,Health Post
5120300021,BAGANAHA HP,Lumbini Pradesh,Bardiya,Thakurbaba Municipality,4,Local,Government,Local Government,Basic Health Service Centre
5120300031,NEULAPUR HP,Lumbini Pradesh,Bardiya,Thakurbaba Municipality,1,Local,Government,Local Government,Basic Health Service Centre
5120300041,SIVAPUR HP,Lumbini Pradesh,Bardiya,Thakurbaba Municipality,6,Local,Government,Local Government,Basic Health Service Centre
5120300051,THAKUDWARA HP,Lumbini Pradesh,Bardiya,Thakurbaba Municipality,8,Local,Government,Local Government,Health Post
5120300072,KP POLYCLINIC,Lumbini Pradesh,Bardiya,Thakurbaba Municipality,1,,Non-Government,Private Enterprise,Poly Clinic
5120400011,MANAU  AAYURVED AUSHADHALAYA,Lumbini Pradesh,Bardiya,Geruwa Rural Municipality,6,Local,Government,Local Government,Basic Ayurveda Service Centre
5120400021,GOLA HP,Lumbini Pradesh,Bardiya,Geruwa Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
5120400031,MANAU HP,Lumbini Pradesh,Bardiya,Geruwa Rural Municipality,6,Local,Government,Local Government,Health Post
5120400041,PASUPATINAGAR HP,Lumbini Pradesh,Bardiya,Geruwa Rural Municipality,5,Local,Government,Local Government,Health Post
5120400051,PATABHAR HP,Lumbini Pradesh,Bardiya,Geruwa Rural Municipality,3,Local,Government,Local Government,Health Post
5120500011,BADALPUR HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,5,Local,Government,Local Government,Health Post
5120500021,BHIMAPUR HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,9,Local,Government,Local Government,Health Post
5120500031,DAULATPUR HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,1,Local,Government,Local Government,Health Post
5120500041,KHAIRI CHANDANPUR HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,10,Local,Government,Local Government,Health Post
5120500051,MANPURTAPARA HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,6,Local,Government,Local Government,Health Post
5120500061,NAYAGAUN HP,Lumbini Pradesh,Bardiya,Rajapur Municipality,2,Local,Government,Local Government,Health Post
5120500071,RAJAPUR PHC,Lumbini Pradesh,Bardiya,Rajapur Municipality,4,Local,Government,Local Government,Primary Health Center
5120500082,TILGANGA POLI CLINIC,Lumbini Pradesh,Bardiya,Rajapur Municipality,10,,Non-Government,Private Enterprise,Poly Clinic
5120500092,RAJAPUR MANSAROBAR POLI CLINIC,Lumbini Pradesh,Bardiya,Rajapur Municipality,4,,Non-Government,Private Enterprise,Poly Clinic
5120600011,DHODHARI HP,Lumbini Pradesh,Bardiya,Madhuwan Municipality,4,Local,Government,Local Government,Health Post
5120600021,AADHARVUT NAGAR HOSPITAL SANOSHREE,Lumbini Pradesh,Bardiya,Madhuwan Municipality,6,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
5120600031,SURYAPATAWA HP,Lumbini Pradesh,Bardiya,Madhuwan Municipality,1,Local,Government,Local Government,Health Post
5120600041,TARATAL HP,Lumbini Pradesh,Bardiya,Madhuwan Municipality,7,Local,Government,Local Government,Health Post
5120700012,PSI NEPAL GULARIYA_BARDIYA,Lumbini Pradesh,Bardiya,Gulariya Municipality,,,Non-Government,NGO/INGO,
5120700021,BALAPUR URBAN HEALTH CENTRE,Lumbini Pradesh,Bardiya,Gulariya Municipality,5,Local,Government,Local Government,Urban Health Center
5120700031,PANDITPUR  BASIC HEALTH CARE CENTRE,Lumbini Pradesh,Bardiya,Gulariya Municipality,2,Local,Government,Local Government,Basic Health Service Centre
5120700041,MAHAMADPUR AAYURVED DISPENSARY,Lumbini Pradesh,Bardiya,Gulariya Municipality,11,Local,Government,Local Government,Ayurveda Aushadhalaya
5120700081,BARDIYA HOSPITAL,Lumbini Pradesh,Bardiya,Gulariya Municipality,6,Provincial,Government,Provincial Government,District Hospital
5120700091,KHAIRAPUR HP,Lumbini Pradesh,Bardiya,Gulariya Municipality,1,Local,Government,Local Government,Health Post
5120700101,MAHAMADPUR HP,Lumbini Pradesh,Bardiya,Gulariya Municipality,12,Local,Government,Local Government,Health Post
5120700111,MATHURA HARIDAWAR HP,Lumbini Pradesh,Bardiya,Gulariya Municipality,9,Local,Government,Local Government,Health Post
5120700132,BLUE DIOMAND SOCIETY_BARDIYA,Lumbini Pradesh,Bardiya,Gulariya Municipality,,,Non-Government,Non Governmental Organizations,
5120700142,BARDIYA GULARIYA FPAN,Lumbini Pradesh,Bardiya,Gulariya Municipality,6,Local,Non-Government,Non Governmental Organizations,Clinic (Dental/Eye/Medical????.)
5120700152,GERUWA COMMUNITY HEALTH CENTRE_BARDIYA,Lumbini Pradesh,Bardiya,Gulariya Municipality,,,Non-Government,Non Governmental Organizations,
5120700192,THARU MAHILA UTTHAN KENDRA,Lumbini Pradesh,Bardiya,Gulariya Municipality,,,Non-Government,Non Governmental Organizations,
5120700202,KRISHNASAR POLYCLINIC_BARDIYA,Lumbini Pradesh,Bardiya,Gulariya Municipality,4,,Non-Government,Private Enterprise,Poly Clinic
5120800011,JAMUNI AAYURVED DISPENSARY,Lumbini Pradesh,Bardiya,Badhaiyatal Rural Municipality,2,,Government,Local Government,Ayurveda Aushadhalaya
5120800021,JAMUNI HP,Lumbini Pradesh,Bardiya,Badhaiyatal Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
5120800031,KALIKA HP,Lumbini Pradesh,Bardiya,Badhaiyatal Rural Municipality,8,Local,Government,Local Government,Health Post
5120800041,MAINAPOKHAR HP,Lumbini Pradesh,Bardiya,Badhaiyatal Rural Municipality,6,Local,Government,Local Government,Health Post
5120800051,SORHAWA PHC,Lumbini Pradesh,Bardiya,Badhaiyatal Rural Municipality,3,Local,Government,Local Government,Primary Health Center
6010100011,DHO HEALTH POST,Karnali Pradesh,Dolpa,Dolpo Buddha Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6010100021,TINJE HEALTH POST,Karnali Pradesh,Dolpa,Dolpo Buddha Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6010200011,BHIJER HEALTH POST,Karnali Pradesh,Dolpa,Shey Phoksundo Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6010200021,PHOKSUNDO HEALTH POST,Karnali Pradesh,Dolpa,Shey Phoksundo Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
6010200031,SALDANG HEALTH POST,Karnali Pradesh,Dolpa,Shey Phoksundo Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
6010300011,CHAURIKOT HEALTH POST,Karnali Pradesh,Dolpa,Jagadulla Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
6010300031,RIMI HEAITHPOST,Karnali Pradesh,Dolpa,Jagadulla Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6010400011,ILLA  HEALTH POST,Karnali Pradesh,Dolpa,Mudkechula Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
6010400021,KALIKA HP,Karnali Pradesh,Dolpa,Mudkechula Rural Municipality,2,Local,Government,Local Government,Health Post
6010400031,SARMI HEALTH POST,Karnali Pradesh,Dolpa,Mudkechula Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
6010500011,FULCHING HEALTH POST,Karnali Pradesh,Dolpa,Tripurasundari Municipality,6,Local,Government,Local Government,Basic Health Service Center
6010500021,LIKU HEALTH POST,Karnali Pradesh,Dolpa,Tripurasundari Municipality,10,Local,Government,Local Government,Basic Health Service Center
6010500031,PAHADA HEALTH POST,Karnali Pradesh,Dolpa,Tripurasundari Municipality,7,Local,Government,Local Government,Basic Health Service Center
6010500041,SUNHOO HEALTH POST,Karnali Pradesh,Dolpa,Tripurasundari Municipality,3,Local,Government,Local Government,Basic Health Service Center
6010500051,TRIPURAKOT HEALTH POST,Karnali Pradesh,Dolpa,Tripurasundari Municipality,1,Local,Government,Local Government,Basic Health Service Center
6010600011,AYURVED HEALTH CENTER,DOLPA,Karnali Pradesh,Dolpa,Thulibheri Municipality,3,Provincial,Government,Provincial Government,Basic Ayurveda Service Centre
6010600031,DOLPA DISTRICT HOSPITAL,Karnali Pradesh,Dolpa,Thulibheri Municipality,3,Provincial,Government,Provincial Government,Basic Hospital (5 to 15 beds)
6010600041,JUFAL HEALTH POST,Karnali Pradesh,Dolpa,Thulibheri Municipality,7,Local,Government,Local Government,Basic Health Service Center
6010600051,MAJHFAL HEALTH POST,Karnali Pradesh,Dolpa,Thulibheri Municipality,5,Local,Government,Local Government,Basic Health Service Center
6010600061,RAHA HEALTH POST,Karnali Pradesh,Dolpa,Thulibheri Municipality,11,Local,Government,Local Government,Basic Health Service Center
6010700021,BANTHADA HEALTH POST,Karnali Pradesh,Dolpa,Kaike Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
6010800011,CHHARKA HEALTH POST,Karnali Pradesh,Dolpa,Chharka Tangsong Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
